01-lint	0	5s	strays=0
02-typecheck	0	5s	strays=0
03-boundaries	0	0s	strays=0
04-check-ui-safety	0	0s	strays=0
05-check-posix-sh	0	0s	strays=0
06-test	0	12s	strays=0
07-test-boot	0	61s	strays=0
08-test-integration	0	2616s	strays=0
09-test-installer	0	2060s	strays=0
10-test-e2e	0	95s	strays=0
11-security-scan-leaks	0	36s	strays=0
